mean_reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
500.0,1762202730,,False,1,f301e_00001,2025-11-03_14-45-30,35.480836153030396,35.480836153030396,92948,FrankBook.local,127.0.0.1,35.480836153030396,1
