mean_reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
500.0,1762205358,,False,1,936d8_00005,2025-11-03_15-29-18,121.93129897117615,121.93129897117615,95154,FrankBook.local,127.0.0.1,121.93129897117615,1
