mean_reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
500.0,1762202804,,False,1,291fa_00001,2025-11-03_14-46-44,19.479861974716187,19.479861974716187,93082,FrankBook.local,127.0.0.1,19.479861974716187,1
