mean_reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
500.0,1762204198,,False,1,3fd2d_00008,2025-11-03_15-09-58,36.904481172561646,36.904481172561646,94342,FrankBook.local,127.0.0.1,36.904481172561646,1
