mean_reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
434.2,1762202945,,False,1,7ce3e_00001,2025-11-03_14-49-05,19.492610931396484,19.492610931396484,93386,FrankBook.local,127.0.0.1,19.492610931396484,1
