mean_reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
3.932670622365606,1762206145,,False,1,3e4e6_00009,2025-11-03_15-42-25,107.4376380443573,107.4376380443573,96165,FrankBook.local,127.0.0.1,107.4376380443573,1
