mean_reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
500.0,1762204391,,False,1,b4d0d_00010,2025-11-03_15-13-11,18.904693126678467,18.904693126678467,94775,FrankBook.local,127.0.0.1,18.904693126678467,1
