mean_reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
315.4,1762204204,,False,1,420ed_00010,2025-11-03_15-10-04,20.175190210342407,20.175190210342407,94367,FrankBook.local,127.0.0.1,20.175190210342407,1
