mean_reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
-87.63722478795202,1762205964,,False,1,3e4e6_00003,2025-11-03_15-39-24,137.18918180465698,137.18918180465698,96057,FrankBook.local,127.0.0.1,137.18918180465698,1
