mean_reward,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
500.0,1762202659,,False,1,cf52e_00002,2025-11-03_14-44-19,24.616311073303223,24.616311073303223,92811,FrankBook.local,127.0.0.1,24.616311073303223,1
